Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1513247,GM19200, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19200', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513248,GM19201, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19201', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513249,GM19204, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19204', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513250,GM19207, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19207', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513251,GM19209, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19209', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513252,GM19210, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19210', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513253,GM19222, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19222', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513254,GM19223, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19223', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513255,GM19225, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19225', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513256,GM19238, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19238', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513257,GM19239, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Male', 'cell line': 'GM19239', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
GSM1513258,GM19257, Homo sapiens,lymphoblastoid cell lines derived fromHapMap Yoruba individual,,Lymphoblastoid Cell Line,No description available,,,"Ribosome footprint profiling experiments were performed using ARTseqTM Ribosome Profiling kit for mammalian cells (RPHMR12126) following vendor’s instructions. Cell lysates were prepared from flash frozen pellets of 30 to 50 million live cells by repeat pipetting in 1 ml cold lysis buffer. Sephacryl S400 spin column (GE; 27-5140-01) was used for monosome isolation. For rRNA depletion, Ribo-Zero Magnetic Kit (Epicentre; MRZH11124) was used. Ribosome footprint cDNA libraries were PCR amplified (12 to 15 thermo-cycles) and barcoded using ScriptMiner Index PCR Primers (Epicentre; SMIP2124). Indexed libraries were pooled to sequence on an Illumina HiSeq 2500.","{'gender': 'Female', 'cell line': 'GM19257', 'cell type': 'Lymphoblastoid Cell Line', 'enrichment type': 'ribosome protected fragments', 'molecule subtype': 'cytoplasmic RNA'}"
